序号,招聘主题,用人单位,发布日期,浏览次数
2845,采购管理,上海电气集团上海电机厂有限公司,2021-09-10,90
2846,财务管理（校招）,上海电气集团上海电机厂有限公司,2021-09-10,89
2847,光学设计工程师,觉芯电子（无锡）有限公司,2021-09-10,99
2848,嵌入式开发工程师 （苏州）,苏州盛科通信股份有限公司,2021-09-10,104
2849,项目管理工程师,福达合金材料股份有限公司,2021-09-10,91
2850,软件工程师(驱动，协议，操作系统),苏州盛科通信股份有限公司,2021-09-10,105
2851,测试工程师（苏州）,苏州盛科通信股份有限公司,2021-09-10,115
2852,技术支持/销售工程师（苏州）,苏州盛科通信股份有限公司,2021-09-10,105
2853,产品开发工程师,觉芯电子（无锡）有限公司,2021-09-10,98
2854,硬件工程师,觉芯电子（无锡）有限公司,2021-09-10,101
2855,FPGA开发工程师,觉芯电子（无锡）有限公司,2021-09-10,95
2856,机械结构工程师,觉芯电子（无锡）有限公司,2021-09-10,95
2857,Java开发工程师,北京通通易联科技有限公司,2021-09-10,100
2858,前端开发工程师,北京通通易联科技有限公司,2021-09-10,107
2859,物联网开发工程师,北京通通易联科技有限公司,2021-09-10,98
2860,项目申报工程师,福达合金材料股份有限公司,2021-09-10,94
2861,生产管理骨干,福达合金材料股份有限公司,2021-09-10,91
2862,技术支持工程师,北京通通易联科技有限公司,2021-09-10,95
2863,售前工程师（北京）,北京通通易联科技有限公司,2021-09-10,94
2864,售前工程师（武汉）,北京通通易联科技有限公司,2021-09-10,90
2865,质量工程师,福达合金材料股份有限公司,2021-09-10,93
2866,总裁办行政秘书,福达合金材料股份有限公司,2021-09-10,94
2867,售前工程师（南京）,北京通通易联科技有限公司,2021-09-10,94
2868,售前工程师（长沙）,北京通通易联科技有限公司,2021-09-10,94
2869,项目实施工程师（北京）,北京通通易联科技有限公司,2021-09-10,96
2870,营销管理骨干,福达合金材料股份有限公司,2021-09-10,88
2871,项目实施工程师（武汉）,北京通通易联科技有限公司,2021-09-10,91
2872,项目实施工程师（南京）,北京通通易联科技有限公司,2021-09-10,90
2873,项目实施工程师（成都）,北京通通易联科技有限公司,2021-09-10,90
2874,实习生,深圳锐越微技术有限公司,2021-09-10,92
2875,采购管理骨干,福达合金材料股份有限公司,2021-09-10,91
2876,图像算法工程师,觉芯电子（无锡）有限公司,2021-09-10,99
2877,销售管理类,广东东鹏控股股份有限公司,2021-09-10,154
2878,生产技术类,广东东鹏控股股份有限公司,2021-09-10,162
2879,工艺工程师,杭州立昂东芯微电子有限公司,2021-09-10,98
2880,设计类,广东东鹏控股股份有限公司,2021-09-10,144
2881,研发工程师,杭州立昂东芯微电子有限公司,2021-09-10,99
2882,建模工程师,杭州立昂东芯微电子有限公司,2021-09-10,105
2883,测试工程师,杭州立昂东芯微电子有限公司,2021-09-10,104
2884,良率工程师,杭州立昂东芯微电子有限公司,2021-09-10,98
2885,财务管理类,广东东鹏控股股份有限公司,2021-09-10,160
2886,电子/电器设备工程师,杭州立昂东芯微电子有限公司,2021-09-10,97
2887,供应链管理类,广东东鹏控股股份有限公司,2021-09-10,171
2888,产品研发类,广东东鹏控股股份有限公司,2021-09-10,141
2889,销售工程师,杭州立昂东芯微电子有限公司,2021-09-10,100
2890,质量工程师,杭州立昂东芯微电子有限公司,2021-09-10,95
2891,IE工程师,杭州立昂东芯微电子有限公司,2021-09-10,95
2892,行政职能类,广东东鹏控股股份有限公司,2021-09-10,146
2893,品质管理类,广东东鹏控股股份有限公司,2021-09-10,143
2894,IT类,广东东鹏控股股份有限公司,2021-09-10,139
2895,产品管理类,广东东鹏控股股份有限公司,2021-09-10,134
2896,信贷分析岗（校招）,成都新希望金融信息有限公司,2021-09-10,89
2897,硬件开发工程师,广州芯德通信科技股份有限公司,2021-09-10,97
2898,网络测试与技术支持工程师,广州芯德通信科技股份有限公司,2021-09-10,97
2899,模型开发岗(校招),成都新希望金融信息有限公司,2021-09-10,91
2900,嵌入式软件工程师,广州芯德通信科技股份有限公司,2021-09-10,103
2901,Java开发工程师,成都拓尔思信息技术有限公司,2021-09-10,186
2902,IOS工程师,成都拓尔思信息技术有限公司,2021-09-10,192
2903,产品助理,成都拓尔思信息技术有限公司,2021-09-10,173
2904,管培生,芯讯通无线科技（上海）有限公司,2021-09-10,96
2905,架构师：密码学相关技术研究 (工作地点：深圳),深圳奥联信息安全技术有限公司,2021-09-10,92
2906,高级售前、方案工程师 (工作地点：深圳/北京/长沙/西安),深圳奥联信息安全技术有限公司,2021-09-10,84
2907,人工智能自然语言处理工程师,成都拓尔思信息技术有限公司,2021-09-10,180
2908,软件/硬件测试类,芯讯通无线科技（上海）有限公司,2021-09-10,99
2909,产品经理岗(校招）,成都新希望金融信息有限公司,2021-09-10,89
2910,研发工程师（前后端开发）,成都新希望金融信息有限公司,2021-09-10,87
2911,软件工程师,深圳市领芯源电子有限公司,2021-09-10,100
2912,AI算法工程师,深圳市同为数码科技股份有限公司,2021-09-10,107
2913,图像处理算法工程师,深圳市同为数码科技股份有限公司,2021-09-10,104
2914,综合类管培生,成都新希望金融信息有限公司,2021-09-10,91
2915,语音/音频算法工程师,深圳市同为数码科技股份有限公司,2021-09-10,112
2916,软件工程师（C/C++）,深圳市同为数码科技股份有限公司,2021-09-10,108
2917,图像开发工程师,深圳市同为数码科技股份有限公司,2021-09-10,105
2918,软件工程师（C/C++）,深圳市同为数码科技股份有限公司,2021-09-10,99
2919,Java开发工程师,深圳市同为数码科技股份有限公司,2021-09-10,102
2920,Java开发工程师,深圳市同为数码科技股份有限公司,2021-09-10,92
2921,Android开发工程师,深圳市同为数码科技股份有限公司,2021-09-10,102
2922,Ios开发工程师,深圳市同为数码科技股份有限公司,2021-09-10,104
2923,测试工程师,深圳市同为数码科技股份有限公司,2021-09-10,91
2924,测试工程师,深圳市同为数码科技股份有限公司,2021-09-10,127
2925,海外销售工程师,深圳市同为数码科技股份有限公司,2021-09-10,101
2926,海外技术支持工程师,深圳市同为数码科技股份有限公司,2021-09-10,98
2927,行政培训生（2022届）,广州速游网络科技有限公司,2021-09-09,217
2928,人力资源培训生（2022届）,广州速游网络科技有限公司,2021-09-09,204
2929,美宣原画设计师（2022届）,广州速游网络科技有限公司,2021-09-09,229
2930,3D动作设计师（2022届）,广州速游网络科技有限公司,2021-09-09,223
2931,特效设计师（2022届）,广州速游网络科技有限公司,2021-09-09,195
2932,视频设计师（2022届）,广州速游网络科技有限公司,2021-09-09,184
2933,游戏视频编导（2022届）,广州速游网络科技有限公司,2021-09-09,192
2934,游戏社区运营（2022届）,广州速游网络科技有限公司,2021-09-09,219
2935,游戏创意策划（2022届）,广州速游网络科技有限公司,2021-09-09,207
2936,手游运营培训生（2022届）,广州速游网络科技有限公司,2021-09-09,202
2937,文案策划培训生（2022届）,广州速游网络科技有限公司,2021-09-09,193
2938,系统策划培训生（2022届）,广州速游网络科技有限公司,2021-09-09,182
2939,Sr. Statistician 生物统计师,迪哲（上海）医药有限公司,2021-09-09,97
2940,Engineer Trainee 生产工程师,迪哲（上海）医药有限公司,2021-09-09,102
2941,ISIT Trainee 信息技术专员,迪哲（上海）医药有限公司,2021-09-09,94
2942,遥感数据处理,天地信息网络研究院（安徽）有限公司,2021-09-09,120
2943,海澜未来领军型人才-2022海澜商学院凤凰计划招聘,海澜集团有限公司,2021-09-09,101
2944,数字IC设计工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,183
2945,模拟IC设计工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,180
2946,应用工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,164
2947,FPGA开发工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,167
2948,海澜未来领军型人才-2022海澜商学院凤凰计划招聘,海澜集团有限公司,2021-09-09,104
2949,嵌软工程师,杭州联芯通半导体有限公司,2021-09-09,161
2950,硬件工程师,杭州联芯通半导体有限公司,2021-09-09,166
2951,嵌入式设计,天地信息网络研究院（安徽）有限公司,2021-09-09,118
2952,嵌入式软件工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,159
2953,电子工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,144
2954,数字IC验证工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,148
2955,FPGA硬件仿真工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,155
2956,软件开发,天地信息网络研究院（安徽）有限公司,2021-09-09,104
2957,解决方案,天地信息网络研究院（安徽）有限公司,2021-09-09,106
2958,市场经理,天地信息网络研究院（安徽）有限公司,2021-09-09,117
2959,重大项目运作,天地信息网络研究院（安徽）有限公司,2021-09-09,109
2960,版图工程师,深圳市明微电子股份有限公司西安分公司,2021-09-09,160
2961,研发、工艺技术员,湖北新华光信息材料有限公司,2021-09-09,188
2962,研发、工艺技术,湖北新华光信息材料有限公司,2021-09-09,167
2963,机械、电气工程师,湖北新华光信息材料有限公司,2021-09-09,168
2964,技术类管培生,上海海隆软件有限公司,2021-09-09,104
2965,研发工程师,深圳市重投天科半导体有限公司,2021-09-09,101
2966,软件开发工程师,上海海隆软件有限公司,2021-09-09,108
2967,工艺工程师,深圳市重投天科半导体有限公司,2021-09-09,96
2968,产品工程师,长园共创电力安全技术股份有限公司,2021-09-09,197
2969,嵌入式软件工程师,长园共创电力安全技术股份有限公司,2021-09-09,189
2970,项目工程师,长园共创电力安全技术股份有限公司,2021-09-09,190
2971,设备工程师,深圳市重投天科半导体有限公司,2021-09-09,99
2972,数据运营（跨境电商）,西安众科源信息科技有限公司,2021-09-09,101
2973,质量工程师,深圳市重投天科半导体有限公司,2021-09-09,95
2974,软件工程师,长园共创电力安全技术股份有限公司,2021-09-09,199
2975,模拟版图工程师,思澈科技（上海）有限公司,2021-09-09,95
2976,模拟IC设计工程师,思澈科技（上海）有限公司,2021-09-09,102
2977,亚马逊精品运营,西安众科源信息科技有限公司,2021-09-09,101
2978,服务端开发工程师（2022届）,广州速游网络科技有限公司,2021-09-09,174
2979,客户端开发工程师（2022届）,广州速游网络科技有限公司,2021-09-09,198
2980,PHP开发工程师（2022届）,广州速游网络科技有限公司,2021-09-09,196
2981,数字设计工程师,思澈科技（上海）有限公司,2021-09-09,91
2982,发电运行,丹江口水利枢纽小水电有限公司,2021-09-09,102
2983,研发工艺工程师,江西鸿利光电有限公司,2021-09-09,96
2984,品质工程师,江西鸿利光电有限公司,2021-09-09,97
2985,数值策划培训生（2022届）,广州速游网络科技有限公司,2021-09-09,193
2986,助理设备工程师,江西鸿利光电有限公司,2021-09-09,94
2987,IE工程师,江西鸿利光电有限公司,2021-09-09,93
2988,产品助理,浙江木链物联网科技有限公司,2021-09-09,93
2989,渗透测试工程师,浙江木链物联网科技有限公司,2021-09-09,102
2990,大数据研发工程师,华瑞指数云（河南）科技有限公司,2021-09-09,104
2991,电源管理IC设计工程师,思澈科技（上海）有限公司,2021-09-09,98
2992,射频IC设计工程师,思澈科技（上海）有限公司,2021-09-09,93
2993,存储管理研发工程师,华瑞指数云（河南）科技有限公司,2021-09-09,101
2994,油藏工程师,西安华线石油科技有限公司,2021-09-09,110
2995,测试开发工程师,华瑞指数云（河南）科技有限公司,2021-09-09,104
2996,BLE/BT软件开发工程师,思澈科技（上海）有限公司,2021-09-09,95
2997,蓝牙软件工程师,思澈科技（上海）有限公司,2021-09-09,91
2998,嵌入式软件工程师,思澈科技（上海）有限公司,2021-09-09,91
2999,MCU应用开发工程师,思澈科技（上海）有限公司,2021-09-09,91
3000,芯片设计方向,合肥睿科微电子有限公司,2021-09-09,192
3001,器件工艺方向,合肥睿科微电子有限公司,2021-09-09,181
3002,人力资源行政专员,西安华线石油科技有限公司,2021-09-09,118
3003,软件开发人员,西安华线石油科技有限公司,2021-09-09,108
3004,算法工程师,西安华线石油科技有限公司,2021-09-09,106
3005,供应链专员,浙江木链物联网科技有限公司,2021-09-09,90
3006,软件系统方向,合肥睿科微电子有限公司,2021-09-09,178
3007,模拟IC设计工程师,昌芯（西安）集成电路科技有限责任公司,2021-09-09,91
3008,分布式存储研发工程师,华瑞指数云（河南）科技有限公司,2021-09-09,108
3009,国际学术会议运营与推广,西安华线石油科技有限公司,2021-09-09,115
3010,油田技术销售人员及主管,西安华线石油科技有限公司,2021-09-09,108
3011,安全服务工程师,浙江木链物联网科技有限公司,2021-09-09,93
3012,运维工程师,浙江木链物联网科技有限公司,2021-09-09,93
3013,测试工程师,浙江木链物联网科技有限公司,2021-09-09,93
3014,后端工程师,浙江木链物联网科技有限公司,2021-09-09,88
3015,前端工程师,浙江木链物联网科技有限公司,2021-09-09,95
3016,协议算法工程师,浙江木链物联网科技有限公司,2021-09-09,94
3017,工控产品工程师,浙江木链物联网科技有限公司,2021-09-09,92
3018,嵌入式软件开发工程师(J10150),深圳市睿联技术股份有限公司,2021-09-09,92
3019,安全研究员（攻防研究方向）,浙江木链物联网科技有限公司,2021-09-09,87
3020,网络研发工程师,浙江木链物联网科技有限公司,2021-09-09,91
3021,web前端开发工程师(J10030),深圳市睿联技术股份有限公司,2021-09-09,103
3022,安全研究员（人工智能应用方向）,浙江木链物联网科技有限公司,2021-09-09,90
3023,数据中心运维工程师,中达电子（江苏）有限公司,2021-09-09,94
3024,.NET开发工程师,中达电子（江苏）有限公司,2021-09-09,92
3025,ERP(ABAP)工程师,中达电子（江苏）有限公司,2021-09-09,94
3026,Web后端开发工程师(J10153),深圳市睿联技术股份有限公司,2021-09-09,95
3027,人工智能算法工程师(J10156),深圳市睿联技术股份有限公司,2021-09-09,105
3028,射频集成电路设计工程师,上海安其威微电子科技有限公司,2021-09-09,100
3029,射频系统工程师,上海安其威微电子科技有限公司,2021-09-09,101
3030,射频销售工程师,上海安其威微电子科技有限公司,2021-09-09,99
3031,会计助理,中达电子（江苏）有限公司,2021-09-09,92
3032,业务代表,中达电子（江苏）有限公司,2021-09-09,93
3033,品质管理,中达电子（江苏）有限公司,2021-09-09,91
3034,SMT储备工程师,中达电子（江苏）有限公司,2021-09-09,94
3035,制造维修工程师,中达电子（江苏）有限公司,2021-09-09,88
3036,射频及毫米波方向博士后（复旦大学联合培养）,上海安其威微电子科技有限公司,2021-09-09,91
3037,供应链管理,中达电子（江苏）有限公司,2021-09-09,91
3038,设备工程师,中达电子（江苏）有限公司,2021-09-09,91
3039,测试工程师,中达电子（江苏）有限公司,2021-09-09,85
3040,IE工程师,中达电子（江苏）有限公司,2021-09-09,89
3041,Java实习开发工程师,深圳市德卡科技股份有限公司,2021-09-09,92
3042,初级ATE测试工程师,上海安其威微电子科技有限公司,2021-09-09,98
3043,FPGA工程师,三维通信股份有限公司,2021-09-09,114
3044,安全研究员（逆向&amp;漏洞利用方向）,浙江木链物联网科技有限公司,2021-09-09,91
3045,C#机器视觉开发工程师,中达电子（江苏）有限公司,2021-09-09,88
3046,仿真工程师,中达电子（江苏）有限公司,2021-09-09,83
3047,非标机械设计工程师,中达电子（江苏）有限公司,2021-09-09,83
3048,Android实习工程师,深圳市德卡科技股份有限公司,2021-09-09,97
3049,机构设计工程师,中达电子（江苏）有限公司,2021-09-09,88
3050,电控设计工程师,中达电子（江苏）有限公司,2021-09-09,90
3051,嵌入式实习软件工程师,深圳市德卡科技股份有限公司,2021-09-09,94
3052,运维工程师,深圳市德卡科技股份有限公司,2021-09-09,91
3053,C++开发工程师,深圳市德卡科技股份有限公司,2021-09-09,92
3054,硬件开发工程师,拓维信息系统股份有限公司,2021-09-09,208
3055,射频工程师,三维通信股份有限公司,2021-09-09,96
3056,软件测试工程师,深圳市德卡科技股份有限公司,2021-09-09,96
3057,整机工艺工程师,拓维信息系统股份有限公司,2021-09-09,210
3058,测试工程师,拓维信息系统股份有限公司,2021-09-09,214
3059,软件测试工程师,三维通信股份有限公司,2021-09-09,103
3060,装备开发工程师,拓维信息系统股份有限公司,2021-09-09,200
3061,硬件测试工程师,三维通信股份有限公司,2021-09-09,106
3062,Java开发工程师,拓维信息系统股份有限公司,2021-09-09,207
3063,Web开发工程师,拓维信息系统股份有限公司,2021-09-09,182
3064,结构工程师,三维通信股份有限公司,2021-09-09,99
3065,AI算法工程师,拓维信息系统股份有限公司,2021-09-09,192
3066,技术支持工程师,三维通信股份有限公司,2021-09-09,97
3067,大数据开发工程师,拓维信息系统股份有限公司,2021-09-09,179
3068,市场专员,三维通信股份有限公司,2021-09-09,95
3069,数据分析与挖掘工程师,拓维信息系统股份有限公司,2021-09-09,201
3070,软件工程师,三维通信股份有限公司,2021-09-09,100
3071,硬件产品经理,拓维信息系统股份有限公司,2021-09-09,190
3072,产品经理,拓维信息系统股份有限公司,2021-09-09,188
3073,销售管理,拓维信息系统股份有限公司,2021-09-09,172
3074,大客户销售经理,拓维信息系统股份有限公司,2021-09-09,193
3075,硬件解决方案工程师,拓维信息系统股份有限公司,2021-09-09,179
3076,考试业务解决方案工程师,拓维信息系统股份有限公司,2021-09-09,183
3077,硬件实施工程师,拓维信息系统股份有限公司,2021-09-09,194
3078,考试业务实施工程师,拓维信息系统股份有限公司,2021-09-09,189
3079,资源拓展专员,拓维信息系统股份有限公司,2021-09-09,188
3080,招投标工程师,拓维信息系统股份有限公司,2021-09-09,176
3081,企业文化专员,拓维信息系统股份有限公司,2021-09-09,178
3082,商务采购专员,拓维信息系统股份有限公司,2021-09-09,178
3083,行政专员,拓维信息系统股份有限公司,2021-09-09,197
3084,人力资源专员,拓维信息系统股份有限公司,2021-09-09,180
3085,品牌营销专员,拓维信息系统股份有限公司,2021-09-09,184
3086,经营管理专员,拓维信息系统股份有限公司,2021-09-09,188
3087,公共事务专员,拓维信息系统股份有限公司,2021-09-09,199
3088,总裁助理,拓维信息系统股份有限公司,2021-09-09,193
3089,信息化专员,福建龙净脱硫脱硝工程有限公司,2021-09-08,97
3090,技术服务,福建龙净脱硫脱硝工程有限公司,2021-09-08,106
3091,工程管理,福建龙净脱硫脱硝工程有限公司,2021-09-08,102
3092,产品研发与设计,福建龙净脱硫脱硝工程有限公司,2021-09-08,100
3093,电控研发与设计,福建龙净脱硫脱硝工程有限公司,2021-09-08,106
3094,仪控研发与设计,福建龙净脱硫脱硝工程有限公司,2021-09-08,98
3095,产业拓展专员,福建龙净脱硫脱硝工程有限公司,2021-09-08,102
3096,博士后,北京智源人工智能研究院,2021-09-08,96
3097,专业工程师（施工）,中建八局装饰工程有限公司,2021-09-08,167
3098,单片机软件工程师,深圳市飞睿科技有限公司,2021-09-08,96
3099,数字IC前端工程师,西安简矽技术有限公司,2021-09-08,134
3100,数字IC后端工程师,西安简矽技术有限公司,2021-09-08,126
3101,FPGA设计师,航天恒星科技有限公司,2021-09-08,253
3102,数字IC后端工程师,西安简矽技术有限公司,2021-09-08,118
3103,工程造价,中建八局装饰工程有限公司,2021-09-08,164
3104,研发工程师,宁波力劲科技有限公司,2021-09-08,194
3105,研发工程师,宁波力劲科技有限公司,2021-09-08,179
3106,数字IC前端工程师,西安简矽技术有限公司,2021-09-08,126
3107,应用软件设计师,航天恒星科技有限公司,2021-09-08,261
3108,算法设计师（遥感方向）,航天恒星科技有限公司,2021-09-08,238
3109,机械工程师,苏州世纪福智能装备股份有限公司,2021-09-08,98
3110,电气工程师,苏州世纪福智能装备股份有限公司,2021-09-08,96
3111,实验员,浙江迪邦化工有限公司,2021-09-08,94
3112,客户经理,南京全信传输科技股份有限公司,2021-09-08,164
3113,嵌入式软件设计师,航天恒星科技有限公司,2021-09-08,185
3114,算法设计师（通信方向）,航天恒星科技有限公司,2021-09-08,190
3115,射频设计师,航天恒星科技有限公司,2021-09-08,218
3116,研发储干（深圳/苏州）,深圳市创世纪机械有限公司,2021-09-08,184
3117,Clinical Research Associate Trainee临床监查员,迪哲（上海）医药有限公司,2021-09-08,98
3118,人力资源储干,深圳市创世纪机械有限公司,2021-09-08,156
3119,天线设计师,航天恒星科技有限公司,2021-09-08,221
3120,系统集成工程师,航天恒星科技有限公司,2021-09-08,222
3121,技术支持工程师（遥感方向）,航天恒星科技有限公司,2021-09-08,221
3122,Clinical Trial Assistant临床试验助理,迪哲（上海）医药有限公司,2021-09-08,95
3123,IT储干,深圳市创世纪机械有限公司,2021-09-08,166
3124,Data Management Trainee 临床数据管理,迪哲（上海）医药有限公司,2021-09-08,92
3125,技术支持工程师（水利方向）,航天恒星科技有限公司,2021-09-08,221
3126,技术支持工程师（通信方向）,航天恒星科技有限公司,2021-09-08,234
3127,测试工程师,航天恒星科技有限公司,2021-09-08,231
3128,Analytical Scientist 分析实验员,迪哲（上海）医药有限公司,2021-09-08,79
3129,Quality Compliance质量专员,迪哲（上海）医药有限公司,2021-09-08,87
3130,FPGA工程师,迈克生物股份有限公司,2021-09-08,175
3131,功率器件设计师,成都迈斯派尔半导体有限公司,2021-09-08,132
3132,测试工程师（天线方向）,航天恒星科技有限公司,2021-09-08,240
3133,机构与结构设计师,航天恒星科技有限公司,2021-09-08,235
3134,应用软件测试设计师,航天恒星科技有限公司,2021-09-08,222
3135,初级工程师,成都迈斯派尔半导体有限公司,2021-09-08,119
3136,功率器件设计师,成都迈斯派尔半导体有限公司,2021-09-08,134
3137,神经网络算法工程师(北京/杭州),北京知存科技有限公司,2021-09-08,185
3138,AI数字验证工程师(北京/西安),北京知存科技有限公司,2021-09-08,187
3139,硬件工程师,深圳市飞睿科技有限公司,2021-09-08,104
3140,雷达算法工程师,深圳市飞睿科技有限公司,2021-09-08,105
3141,工艺设计师,航天恒星科技有限公司,2021-09-08,243
3142,电子工程师,苏州世纪福智能装备股份有限公司,2021-09-08,97
3143,AI算法工程师,重庆信科通信工程有限公司,2021-09-08,105
3144,AI数字设计工程师(北京/西安),北京知存科技有限公司,2021-09-08,207
3145,编译工具链工程师(北京/杭州),北京知存科技有限公司,2021-09-08,181
3146,视觉SoC设计工程师(北京/西安),北京知存科技有限公司,2021-09-08,175
3147,线缆研发工程师/工艺工程师,南京全信传输科技股份有限公司,2021-09-08,185
3148,光缆组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,169
3149,射频组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,179
3150,低频组件研发工程师,南京全信传输科技股份有限公司,2021-09-08,182
3151,视觉SoC验证工程师(北京/西安),北京知存科技有限公司,2021-09-08,158
3152,BIM工程师,上海奥星制药技术装备有限公司,2021-09-08,188
3153,存算一体烧录工具链工程师,北京知存科技有限公司,2021-09-08,166
3154,Java开发工程师,无锡锡商银行股份有限公司,2021-09-08,107
3155,FPGA开发工程师,南京全信传输科技股份有限公司,2021-09-08,195
3156,硬件开发工程师,南京全信传输科技股份有限公司,2021-09-08,166
3157,C++/QT软件开发工程师,南京全信传输科技股份有限公司,2021-09-08,181
3158,C++开发岗,珠海云洲智能科技有限公司,2021-09-08,75
3159,Unity3D开发岗,珠海云洲智能科技有限公司,2021-09-08,79
3160,存算一体工程师(北京),北京知存科技有限公司,2021-09-08,170
3161,造价工程师,上海奥星制药技术装备有限公司,2021-09-08,124
3162,硬件开发岗,珠海云洲智能科技有限公司,2021-09-08,81
3163,硬件测试岗,珠海云洲智能科技有限公司,2021-09-08,80
3164,电气设计岗,珠海云洲智能科技有限公司,2021-09-08,78
3165,船舶设计岗,珠海云洲智能科技有限公司,2021-09-08,80
3166,测试工程师,无锡锡商银行股份有限公司,2021-09-08,101
3167,华为ICT工程师,重庆信科通信工程有限公司,2021-09-08,121
3168,质量工程师,上海奥星制药技术装备有限公司,2021-09-08,162
3169,射频硬件开发岗,珠海云洲智能科技有限公司,2021-09-08,84
3170,项目管理岗,珠海云洲智能科技有限公司,2021-09-08,83
3171,质量管理岗,珠海云洲智能科技有限公司,2021-09-08,78
3172,海外营销管培生,珠海云洲智能科技有限公司,2021-09-08,84
3173,营销管培生,珠海云洲智能科技有限公司,2021-09-08,82
3174,模拟设计工程师(北京/天津/西安),北京知存科技有限公司,2021-09-08,163
3175,DBA,无锡锡商银行股份有限公司,2021-09-08,99
3176,运营支撑专员,重庆信科通信工程有限公司,2021-09-08,103
3177,综合岗储干,深圳市创世纪机械有限公司,2021-09-08,167
3178,制导与控制算法工程师,北京远度互联科技有限公司,2021-09-08,88
3179,AI平台研发工程师,北京远度互联科技有限公司,2021-09-08,97
3180,版图设计工程师(天津/西安),北京知存科技有限公司,2021-09-08,158
3181,管道工程师,上海奥星制药技术装备有限公司,2021-09-08,168
3182,招投标专员,重庆信科通信工程有限公司,2021-09-08,107
3183,模型策略分析师,无锡锡商银行股份有限公司,2021-09-08,103
3184,计算机视觉算法工程师,北京远度互联科技有限公司,2021-09-08,90
3185,嵌入式软件工程师,北京远度互联科技有限公司,2021-09-08,91
3186,硬件工程师,北京远度互联科技有限公司,2021-09-08,88
3187,JAVA开发工程师,重庆信科通信工程有限公司,2021-09-08,112
3188,装饰装修工程师,上海奥星制药技术装备有限公司,2021-09-08,124
3189,软件工程师(QT),北京知存科技有限公司,2021-09-08,159
3190,嵌入式软件开发工程师,北京知存科技有限公司,2021-09-08,169
3191,软件测试工程师,北京知存科技有限公司,2021-09-08,163
3192,系统运维工程师,重庆信科通信工程有限公司,2021-09-08,107
3193,语音SOC设计工程师(北京/天津),北京知存科技有限公司,2021-09-08,171
3194,系统集成售前工程师,重庆信科通信工程有限公司,2021-09-08,146
3195,5G网络优化工程师,重庆信科通信工程有限公司,2021-09-08,100
3196,中大咨询2022顾问培训生校园招聘,广东中大管理咨询集团股份有限公司,2021-09-08,88
3197,可测试性设计(DFT)工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,93
3198,算法工程师,无锡锡商银行股份有限公司,2021-09-08,98
3199,数据分析师,无锡锡商银行股份有限公司,2021-09-08,105
3200,封装SI/PI工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,98
3201,前端SOC设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,102
3202,前端SOC验证工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,90
3203,标准库设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,91
3204,数字电路设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,89
3205,工程师（电路设计、版图设计、FAE应用、技术服务、测试等）,厦门科塔电子有限公司,2021-09-08,89
3206,数字电路验证工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,93
3207,后端SOC设计工程师,芯云凌（重庆）电子科技有限公司,2021-09-08,94
3208,北京智一科技全职岗位招聘,北京智一科技有限公司,2021-09-08,101
3209,北京智一科技实习岗位招聘,北京智一科技有限公司,2021-09-08,98
3210,SOC芯片设计实习生,芯云凌（重庆）电子科技有限公司,2021-09-08,90
3211,项目营销,福建龙净脱硫脱硝工程有限公司,2021-09-08,100
3212,海外项目营销,福建龙净脱硫脱硝工程有限公司,2021-09-08,110
3213,行政管培生,上海艾融软件股份有限公司,2021-09-07,294
3214,培训管培生,上海艾融软件股份有限公司,2021-09-07,257
3215,硬件开发工程师,深圳市民德电子科技股份有限公司,2021-09-07,92
3216,结构工程师,深圳市民德电子科技股份有限公司,2021-09-07,94
3217,设备工程师,杭州立昂微电子股份有限公司,2021-09-07,220
3218,电气工程师,杭州立昂微电子股份有限公司,2021-09-07,211
3219,游戏测试工程师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,102
3220,嵌入式软件开发工程师,深圳市民德电子科技股份有限公司,2021-09-07,97
3221,算法工程师,深圳市民德电子科技股份有限公司,2021-09-07,94
3222,海外市场销售助理,深圳市民德电子科技股份有限公司,2021-09-07,98
3223,产品专员（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,94
3224,角色原画设计师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,100
3225,场景原画设计师（校招）,厦门极致互动网络技术股份有限公司,2021-09-07,99
3226,相控阵天线工程师/射频工程师,成都恪赛科技有限公司,2021-09-07,93
3227,软件工程师（嵌入式）,重庆西山科技股份有限公司,2021-09-07,160
